Ref. No., Name, Type, System, Line Number, System Description, Inlet Bore, Outlet Bore, Pipe Length, Material, Detailed Description, Room, Room Description, Level, Building, File Reference
20442/21307, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 848,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47484, NA, ELBO, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47485, NA, ELBO, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47485, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 1413,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47486, NA, ELBO, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  Not Available, NA
20442/47486, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 129,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  Not Available, NA
28634/22273, ileave tube of /1HFA23ST0006.1, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 229,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  Not Available, NA
28634/20564, /1DVF1403TYB0001L004, OLET, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 15, 0, ASTM A105,THREADOLET 3000# MSS SP97,Not Available, Not Available, Not Available,  Not Available, NA
28634/20564, ileave tube of /1DVF1403TYB0001L004, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 1896,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  Not Available, NA
28634/22245, ileave tube of /1HFA23ST0005.1, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 427,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  Not Available, NA
20442/47487, NA, ELBO, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,Not Available, Not Available, Not Available,  Not Available, NA
20442/47487, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 263,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47488, NA, ELBO, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47488, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 448,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
28634/22195, ileave tube of /1HFA23ST0004/SREF, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2550,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
36826/7971, ileave tube of /1HFA23ST0001/SREF, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 667,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47489, NA, ELBO, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47489, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 108,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47490, NA, ELBO, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47490, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 748,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/48430, ileave tube of /1HFA23ST0012/SREF, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2057,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL- /1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/47495, /1DVF1403TYB0001T003, TEE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 210, ASTM A234,EQUAL TEE SCH 40_ASME B16.9,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/47495, ileave tube of /1DVF1403TYB0001T003, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 286,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/20566, /1DVF1403TYB0001L005, OLET, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 15, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/20566, ileave tube of /1DVF1403TYB0001L005, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/47492, NA, ELBO, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/47492, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 200,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72541, /1DVF1403TYB0001L006, OLET, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 25, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72541, ileave tube of /1DVF1403TYB0001L006, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 152,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/47494, /1DVF1403TYB0001T004, TEE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 210, ASTM A234,EQUAL TEE SCH 40_ASME B16.9,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/47494, ileave tube of /1DVF1403TYB0001T004, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/8392, NA, FLAN, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/43094, /1DVF1410VN-, VALV, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, Manufacturer Specified,BUTTERFLY WAFER VALVE_PN16_ BS EN 593:2009,/1HFA2301ZL- /1HFB2303ZL-, Roof Top, 23,  1HF Building, Butterfly_Valve_01
28634/18829, NA, FLAN, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/18829, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 102,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL- /1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/43066, /1DVF1403TYB0001L007, OLET, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 15, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFA2301ZL- /1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/43066, ileave tube of /1DVF1403TYB0001L007, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 200,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/43068, NA, FLAN, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/43080, NA, GASK, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/43084, /1DVF1403KI-, FILT, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 350, Manufacturer Specified,Y-STRAINER_PN16_EN 1092-2,/1HFA2301ZL-, Roof Top, 23,  1HF Building, Strainer_Valve_01
20442/46812, NA, GASK, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46813, NA, FLAN, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46813, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 173,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47472, /1DVF1403TYB0001L008, OLET, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 15, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/47472, ileave tube of /1DVF1403TYB0001L008, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 87,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/44978, /1DVF1403TYB0001L009, OLET, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 15, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/44978, ileave tube of /1DVF1403TYB0001L009, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 82,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/69754, ileave tube of /1HFA23ST0013/DATUM, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 55,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
28634/20579, NA, FLAN, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
28634/20578, NA, GASK, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
28634/20577, NA, GASK, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46842, NA, FLAN, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46842, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 67,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/61712, ileave tube of /1HFA23ST0012.4, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 133,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46843, NA, ELBO, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46843, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 148,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46844, NA, ELBO, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 239, ASTM A234,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46844, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 109,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46845, /1DVF1403TYB0001L010, OLET, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 25, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46845, ileave tube of /1DVF1403TYB0001L010, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 104,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46846, NA, FLAN, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46848, /1DVF1412VN-, VALV, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, Manufacturer Specified,BUTTERFLY WAFER VALVE_PN16_ BS EN 593:2009,/1HFA2301ZL-, Roof Top, 23,  1HF Building, Butterfly_Valve_01
20442/46850, NA, FLAN, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46850, NA, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 775,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46851, /1DVF1403TYB0001L011, OLET, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 15, 0, ASTM A105,THREADOLET 3000# MSS SP97,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/46851, ileave tube of /1DVF1403TYB0001L011, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 68,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/61317, NA, FLAN, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/61316, NA, GASK, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/69697, NA, GASK, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
28634/4695, ileave tube of /1DVF1403TYB0003, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 15, 15, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/23192, /1DVF1406VA-, VALV, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 15, 15, 51, Manufacturer Specified,SOCKET BALL VALVE PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, Ball_Valve_01
36826/3947, ileave tube of /1DVF1403TYB0006, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 15, 15, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,Not Available, Not Available, Not Available,  Not Available, NA
28634/18323, /1DVF1472VA-, VALV, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 15, 15, 51, Manufacturer Specified,SOCKET BALL VALVE PN16,Not Available, Not Available, Not Available,  Not Available, Ball_Valve_01
28634/18320, ileave tube of /1DVF1403TYB0007, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 15, 15, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/18321, /1DVF1475VA-, VALV, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 15, 15, 51, Manufacturer Specified,SOCKET BALL VALVE PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, Ball_Valve_01
20442/47481, ileave tube of /1DVF1403TYB0009, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 100,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/47483, /1DVF1473VN-, VALV, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 74, Manufacturer Specified,SOCKET BALL VALVE PN16,/1HFB2303ZL-, Roof Top, 23,  1HF Building, Ball_Valve_01
20442/41072, ileave tube of /1DVF1403TYB0015, PIPE, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 103,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA2301ZL-, Roof Top, 23,  1HF Building, NA
20442/41073, /1DVF1411VN-, VALV, 1DVF, /1DVF1403TY-, 1HFA & 1HFB Chilled Water System, 25, 25, 74, Manufacturer Specified,SOCKET BALL VALVE PN16,/1HFA2301ZL-, Roof Top, 23,  1HF Building, Ball_Valve_01
20442/22098, ileave tube of /1DVF1410TYB0001, PIPE, 1DVF, /1DVF1410TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 98,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4541, NA, FLAN, 1DVF, /1DVF1410TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4540, NA, GASK, 1DVF, /1DVF1410TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
20442/22099, /1DVF1413VN-, VALV, 1DVF, /1DVF1410TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 350, Manufacturer Specified,Flanged Double Regulating Valve PN16 EN 1092,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, Globe_Valve_01
28634/4538, NA, GASK, 1DVF, /1DVF1410TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4539, NA, FLAN, 1DVF, /1DVF1410TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4539, NA, PIPE, 1DVF, /1DVF1410TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 54,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
20442/45233, NA, FLAN, 1DVF, /1DVF1410TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
20442/45234, NA, GASK, 1DVF, /1DVF1410TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 2, 1.5mm Exfoliated Graphite,BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/646, ileave tube of /1DVF1420TYB0001, PIPE, 1DVF, /1DVF1420TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 201,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4535, NA, FLAN, 1DVF, /1DVF1420TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
36826/647, /1DVF1414VN-, VALV, 1DVF, /1DVF1420TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, Manufacturer Specified,BUTTERFLY WAFER VALVE_PN16_ BS EN 593:2009,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, Butterfly_Valve_01
28634/4537, NA, FLAN, 1DVF, /1DVF1420TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 52, ASTM A105,WELDING NECK RF FLANGE BS EN 1092-2 PN16,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4537, NA, PIPE, 1DVF, /1DVF1420TY-, 1HFA & 1HFB Chilled Water System, 100, 100, 423,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26273, ileave tube of /1DVF1430TYB0001, PIPE, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 108,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26274, NA, BEND, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 60,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26274, NA, PIPE, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 2806,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26275, NA, BEND, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 60,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26275, NA, PIPE, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 2006,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26276, NA, BEND, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 60,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26276, NA, PIPE, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 1456,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26277, NA, BEND, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 60,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26277, NA, PIPE, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 531,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26278, NA, BEND, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 60,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26278, NA, PIPE, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 2720,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26279, NA, BEND, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 60,  ASTM A53 GRADE A,BEND ISO 4200,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/26279, NA, PIPE, 1DVF, /1DVF1430TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 1638,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
28634/4011, ileave tube of /1DVF1440TYB0001, PIPE, 1DVF, /1DVF1440TY-, 1HFA & 1HFB Chilled Water System (non-Weld), 25, 25, 300,  ASTM A53 GRADE A,SCH 40 PIPE ASME B36.10,/1HFA1403ZL-, HVAC Room, 14,  1HF Building, NA
