Ref. No., Name, Type, System, Line Number, System Description, Inlet Bore, Outlet Bore, Pipe Length, Material, Detailed Description, Room, Room Description, Level, Building, File Reference
20442/72050, NA, BEND, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72050, NA, PIPE, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 1960, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72052, NA, BEND, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72052, NA, PIPE, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 1611, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72053, NA, BEND, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72053, NA, PIPE, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 306, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72054, NA, BEND, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72054, NA, PIPE, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 220, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72055, NA, BEND, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72055, NA, PIPE, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 227, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72056, NA, BEND, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72056, NA, PIPE, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 85, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72057, NA, ELBO, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 44, Copper,90 LONG RADIUS ELBOW_SCH 40_ASME B16.9,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/72057, NA, PIPE, 1DVF, /1DVF2314TY-, 1HFB DX Airconditioning System, 16, 16, 200, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/4028, ileave tube of /1DVF2317TYB0001, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 348, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/25677, NA, ELBO, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 75, Copper,3D ELBOW,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/25677, NA, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 78, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/61620, NA, BEND, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/61620, NA, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 299, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/23599, NA, BEND, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/23599, NA, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 671, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/4035, NA, BEND, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/4035, NA, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 1870, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/18294, NA, BEND, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/18294, NA, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 2570, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/18295, NA, BEND, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
28634/18295, NA, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 2735, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/4034, NA, BEND, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 70, Copper,BEND ISO 4200,/1HFB2303ZL-, Roof Top, 23,  1HF Building, NA
20442/4034, NA, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 2335, Copper,SCH 40 PIPE ASME B36.10,/1HFB2303ZL- /1HFB1904ZL-, Roof Top, 23,  1HF Building, NA
20442/4033, NA, BEND, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 70, Copper,BEND ISO 4200,/1HFB1904ZL-, I&C Relay Room, 19,  1HF Building, NA
20442/4033, NA, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 2155, Copper,SCH 40 PIPE ASME B36.10,/1HFB1904ZL-, I&C Relay Room, 19,  1HF Building, NA
20442/53576, NA, BEND, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 70, Copper,BEND ISO 4200,/1HFB1904ZL-, I&C Relay Room, 19,  1HF Building, NA
20442/53576, NA, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 20, Copper,SCH 40 PIPE ASME B36.10,/1HFB1904ZL-, I&C Relay Room, 19,  1HF Building, NA
20442/4032, NA, BEND, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 70, Copper,BEND ISO 4200,/1HFB1904ZL-, I&C Relay Room, 19,  1HF Building, NA
20442/4032, NA, PIPE, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 2322, Copper,SCH 40 PIPE ASME B36.10,/1HFB1904ZL-, I&C Relay Room, 19,  1HF Building, NA
20442/24228, NA, ELBO, 1DVF, /1DVF2317TY-, 1HFB DX Airconditioning System, 28, 28, 75, Copper,3D ELBOW,/1HFB1904ZL-, I&C Relay Room, 19,  1HF Building, NA
