Ref. No., Name, Type, Part No., Line Number, Detailed Desc., Inlet L., Inlet W., Outlet L., Outlet W., Length, Insulation, Level, Room, Room Description, Building, Penetration Reference, Material, Fire Rating, Approved for Cons/Fab
20442/57832,NA, STRT, 29, /1DVF3501GL-, Rectangular Straight, 400, 250, 400, 250, 450, 0, 19, /1HFA1904ZL- /1HFA1905ZL-, I&C Relay Room, 1HF Building, /1HFA1925VBTV001, Stainless Steel 304L, No, No
20442/57832,NA, SKIR, 29, /1DVF3501GL-, Penetration Spool Plate, 400, 250, 950, 850, 6, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, /1HFA1925VBTV001, Stainless Steel 304L, No, No
28634/24562,NA, GASK, 30, /1DVF3501GL-, Rectangular Gasket, 400, 250, 400, 250, 3, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, NA, No, No
20442/57834,NA, STRT, 31, /1DVF3501GL-, Rectangular Straight, 400, 250, 400, 250, 679, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24561,NA, GASK, 32, /1DVF3501GL-, Rectangular Gasket, 400, 250, 400, 250, 3, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, NA, No, No
20442/57835,NA, TAPE, 33, /1DVF3501GL-, Rectangular Taper, 400, 300, 400, 250, 450, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24560,NA, GASK, 34, /1DVF3501GL-, Rectangular Gasket, 400, 300, 400, 300, 3, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, NA, No, No
20442/57836,NA, STRT, 35, /1DVF3501GL-, Rectangular Straight, 400, 300, 400, 300, 1200, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/57836,/1DVF3501GLB0001T006, BRCO, 35, /1DVF3501GL-, Rectangular Boot Branch Connector, 400, 300, 400, 300, 75, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA,  Stainless Steel 304L, No, No
28634/24559,NA, GASK, 36, /1DVF3501GL-, Rectangular Gasket, 400, 300, 400, 300, 3, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, NA, No, No
20442/57840,NA, STRT, 37, /1DVF3501GL-, Rectangular Straight, 400, 300, 400, 300, 1200, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24558,NA, GASK, 38, /1DVF3501GL-, Rectangular Gasket, 400, 300, 400, 300, 3, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, NA, No, No
20442/57843,/1DVF3512RA-, DAMP, 39, /1DVF3501GL-, Volume Control Dampers, 400, 300, 400, 300, 200, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, Galvanised Steel, No, No
28634/24557,NA, GASK, 40, /1DVF3501GL-, Rectangular Gasket, 400, 300, 400, 300, 3, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, NA, No, No
20442/57844,NA, TAPE, 41, /1DVF3501GL-, Rectangular Taper, 500, 300, 400, 300, 425, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24556,NA, GASK, 42, /1DVF3501GL-, Rectangular Gasket, 500, 300, 500, 300, 3, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, NA, No, No
20442/57845,NA, STRT, 43, /1DVF3501GL-, Rectangular Straight, 500, 300, 500, 300, 450, 0, 19, /1HFA1903ZL- /1HFA1905ZL-, HVAC Room, 1HF Building, /1HFA1916VBTV001, Stainless Steel 304L, No, No
20442/57845,NA, SKIR, 43, /1DVF3501GL-, Penetration Spool Plate, 500, 300, 1050, 850, 6, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, /1HFA1916VBTV001, Stainless Steel 304L, No, No
28634/24554,NA, GASK, 44, /1DVF3501GL-, Rectangular Gasket, 500, 300, 500, 300, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/57847,NA, STRT, 45, /1DVF3501GL-, Rectangular Straight, 500, 300, 500, 300, 744, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24555,NA, GASK, 46, /1DVF3501GL-, Rectangular Gasket, 500, 300, 500, 300, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/57850,NA, BEND, 47, /1DVF3501GL-, Rectangular 90 degree Radiused Bend, 300, 500, 300, 500, 363, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24552,NA, GASK, 48, /1DVF3501GL-, Rectangular Gasket, 300, 500, 300, 500, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/57851,NA, STRT, 49, /1DVF3501GL-, Rectangular Straight, 300, 500, 300, 500, 585, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/57851,/1DVF3501GLB0001T007, BRCO, 49, /1DVF3501GL-, Rectangular Boot Branch Connector, 300, 500, 300, 500, 100, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA,  Stainless Steel 304L, No, No
28634/24553,NA, GASK, 50, /1DVF3501GL-, Rectangular Gasket, 300, 500, 300, 500, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/57853,NA, TAPE, 51, /1DVF3501GL-, Rectangular Taper, 600, 700, 500, 300, 650, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24551,NA, GASK, 52, /1DVF3501GL-, Rectangular Gasket, 600, 700, 600, 700, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
28634/702,NA, STRT, 1, /1DVF3505GL-, Rectangular Straight, 300, 200, 300, 200, 1200, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/702,/1DVF3505GLB0001T001, BRCO, 1, /1DVF3505GL-, Rectangular Boot Branch Connector, 300, 200, 300, 200, 75, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA,  Stainless Steel 304L, No, No
20442/64828,NA, GASK, 2, /1DVF3505GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
20442/20433,NA, STRT, 3, /1DVF3505GL-, Rectangular Straight, 300, 200, 300, 200, 1200, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64829,NA, GASK, 4, /1DVF3505GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
20442/6796,NA, STRT, 5, /1DVF3505GL-, Rectangular Straight, 300, 200, 300, 200, 1150, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64830,NA, GASK, 6, /1DVF3505GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
20442/6791,NA, BEND, 7, /1DVF3505GL-, Rectangular 90 degree Radiused Bend, 300, 200, 300, 200, 368, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64831,NA, GASK, 8, /1DVF3505GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
20442/20415,NA, STRT, 9, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64832,NA, GASK, 10, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
20442/20416,NA, STRT, 11, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 450, 0, 19, /1HFA1904ZL- /1HFA1906ZL-, I&C Relay Room, 1HF Building, /1HFA1961VBTV001, Stainless Steel 304L, No, No
20442/20416,NA, SKIR, 11, /1DVF3505GL-, Penetration Spool Plate, 200, 300, 750, 850, 6, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, /1HFA1961VBTV001, Stainless Steel 304L, No, No
20442/64833,NA, GASK, 12, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/20417,NA, STRT, 13, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64834,NA, GASK, 14, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/20418,NA, STRT, 15, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64835,NA, GASK, 16, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/20419,NA, STRT, 17, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64836,NA, GASK, 18, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/20420,NA, STRT, 19, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64837,NA, GASK, 20, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
28634/713,/1DVF3505BH-, MESH, 21, /1DVF3505GL-, Extract Air Grille - Single Deflection with Damper, 100, 100, 100, 100, 10, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Extruded Aluminium, No, No
20442/64846,NA, GASK, 22, /1DVF3505GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
20442/20437,NA, STRT, 23, /1DVF3505GL-, Rectangular Straight, 100, 100, 100, 100, 300, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64847,NA, GASK, 24, /1DVF3505GL-, Rectangular Gasket, 100, 100, 100, 100, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
20442/57956,NA, STRT, 25, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64838,NA, GASK, 26, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/57959,NA, STRT, 27, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64839,NA, GASK, 28, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/57960,NA, STRT, 29, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64840,NA, GASK, 30, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/57963,NA, STRT, 31, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64841,NA, GASK, 32, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/57964,NA, STRT, 33, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64842,NA, GASK, 34, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/57968,NA, STRT, 35, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 1200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64843,NA, GASK, 36, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/57969,NA, STRT, 37, /1DVF3505GL-, Rectangular Straight, 200, 300, 200, 300, 936, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64844,NA, GASK, 38, /1DVF3505GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/57972,/1DVF3509RA-, DAMP, 39, /1DVF3505GL-, Volume Control Dampers, 300, 200, 300, 200, 200, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, Galvanised Steel, No, No
20442/64845,NA, GASK, 40, /1DVF3505GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 19, /1HFA1904ZL-, I&C Relay Room, 1HF Building, NA, NA, No, No
20442/5041,/1DVF3506BH-, MESH, 1, /1DVF3506GL-, Extract Air Grille - Mesh, 300, 200, 300, 200, 10, 0, 19, /1HFA1901ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
20442/64822,NA, GASK, 2, /1DVF3506GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 19, /1HFA1901ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/20450,NA, STRT, 3, /1DVF3506GL-, Rectangular Straight, 300, 200, 300, 200, 450, 90, 19, /1HFA1901ZL- /1HFA1906ZL-, Firefighting Lobby, 1HF Building, /1HFA1916VBTV005, Stainless Steel 304L, No, No
20442/20450,NA, SKIR, 3, /1DVF3506GL-, Penetration Spool Plate, 300, 200, 850, 750, 6, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, /1HFA1916VBTV005, Stainless Steel 304L, No, No
20442/64823,NA, GASK, 4, /1DVF3506GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
28634/3467,/1DVF3507RA-, DAMP, 5, /1DVF3506GL-, Fire Damper, 300, 200, 300, 200, 300, 90, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Stainless Steel 304L, No, No
20442/64824,NA, GASK, 6, /1DVF3506GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
20442/20442,NA, STRT, 7, /1DVF3506GL-, Rectangular Straight, 200, 300, 200, 300, 810, 90, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64825,NA, GASK, 8, /1DVF3506GL-, Rectangular Gasket, 200, 300, 200, 300, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
20442/5038,NA, STRT, 9, /1DVF3506GL-, Rectangular Straight, 300, 200, 300, 200, 1200, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/64826,NA, GASK, 10, /1DVF3506GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
20442/5037,/1DVF3508RA-, DAMP, 11, /1DVF3506GL-, Volume Control Dampers, 300, 200, 300, 200, 200, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, Galvanised Steel, No, No
20442/64827,NA, GASK, 12, /1DVF3506GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 19, /1HFA1906ZL-, Instrumentation Room, 1HF Building, NA, NA, No, No
28634/24583,NA, GASK, 1, /1DVF3509GL-, Rectangular Gasket, 800, 800, 800, 800, 3, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
28634/7963,NA, TAPE, 2, /1DVF3509GL-, Rectangular Taper, 800, 800, 700, 650, 316, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24584,NA, GASK, 3, /1DVF3509GL-, Rectangular Gasket, 700, 650, 700, 650, 3, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
28634/7964,/1DVF3550RA-, DAMP, 4, /1DVF3509GL-, Fire Damper, 700, 650, 700, 650, 300, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Stainless Steel 304L, No, No
28634/24585,NA, GASK, 5, /1DVF3509GL-, Rectangular Gasket, 700, 650, 700, 650, 3, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/5047,/1DVF3510BH-, MESH, 1, /1DVF3510GL-, Extract Air Grille - Mesh, 200, 100, 200, 100, 10, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, Galvanised Mild Steel, No, No
28634/24563,NA, GASK, 2, /1DVF3510GL-, Rectangular Gasket, 200, 100, 200, 100, 3, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, NA, No, No
20442/5045,/1DVF3511RA-, DAMP, 3, /1DVF3510GL-, Volume Control Dampers, 200, 100, 200, 100, 300, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, Galvanised Steel, No, No
28634/24564,NA, GASK, 4, /1DVF3510GL-, Rectangular Gasket, 200, 100, 200, 100, 3, 0, 19, /1HFA1905ZL-, 400kV Relay Room, 1HF Building, NA, NA, No, No
20442/63744,NA, GASK, 1, /1DVF3512GL-, Rectangular Gasket, 700, 600, 700, 600, 3, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/18128,/1DVF3555RA-, DAMP, 2, /1DVF3512GL-, Fire Damper, 700, 600, 700, 600, 300, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Stainless Steel 304L, No, No
20442/63745,NA, GASK, 3, /1DVF3512GL-, Rectangular Gasket, 700, 600, 700, 600, 3, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/5052,NA, STRT, 4, /1DVF3512GL-, Rectangular Straight, 700, 600, 700, 600, 1200, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/5052,/1DVF3512GLB0001T001, BRCO, 4, /1DVF3512GL-, Rectangular Fish Branch Connector, 600, 700, 600, 700, 200, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA,  Stainless Steel 304L, No, No
20442/63741,NA, GASK, 5, /1DVF3512GL-, Rectangular Gasket, 650, 700, 650, 700, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
28634/23032,/1DVF3515RA-, DAMP, 6, /1DVF3512GL-, Powered Control Damper, 700, 650, 700, 650, 200, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel, No, No
20442/63742,NA, GASK, 7, /1DVF3512GL-, Rectangular Gasket, 700, 650, 700, 650, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/23743,NA, STRT, 8, /1DVF3512GL-, Rectangular Straight, 700, 650, 700, 650, 150, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/63743,NA, GASK, 9, /1DVF3512GL-, Rectangular Gasket, 650, 700, 650, 700, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/20407,/1DVF3513BH-, MESH, 1, /1DVF3513GL-, Extract Air Grille - Mesh, 300, 300, 300, 300, 10, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Mild Steel, No, No
28634/24579,NA, GASK, 2, /1DVF3513GL-, Rectangular Gasket, 300, 300, 300, 300, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/5079,/1DVF3514RA-, DAMP, 3, /1DVF3513GL-, Volume Control Dampers, 300, 300, 300, 300, 200, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel, No, No
28634/24580,NA, GASK, 4, /1DVF3513GL-, Rectangular Gasket, 300, 300, 300, 300, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
28634/23169,NA, STRT, 1, /1DVF3515GL-, Rectangular Straight, 800, 800, 800, 800, 550, 90, 23, /1HFA2301ZL- /1HFA1903ZL-, Roof Top, 1HF Building, /1HFA2301DBTV004, Stainless Steel 304L, No, No
28634/23169,NA, SKIR, 1, /1DVF3515GL-, Penetration Spool Plate, 800, 800, 1350, 1900, 6, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, /1HFA2301DBTV004, Stainless Steel 304L, No, No
28634/24590,NA, GASK, 2, /1DVF3515GL-, Rectangular Gasket, 800, 800, 800, 800, 3, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/25858,NA, STRT, 3, /1DVF3515GL-, Rectangular Straight, 800, 800, 800, 800, 1200, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24589,NA, GASK, 4, /1DVF3515GL-, Rectangular Gasket, 800, 800, 800, 800, 3, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/29402,NA, STRT, 5, /1DVF3515GL-, Rectangular Straight, 800, 800, 800, 800, 716, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24591,NA, GASK, 6, /1DVF3515GL-, Rectangular Gasket, 800, 800, 800, 800, 3, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/25859,NA, STRT, 7, /1DVF3515GL-, Rectangular Straight, 800, 800, 800, 800, 1200, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
20442/25859,/1DVF3515GLB0001T001, BRCO, 7, /1DVF3515GL-, Rectangular Boot Branch Connector, 800, 800, 800, 800, 200, 90, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA,  Stainless Steel 304L, No, No
28634/24594,NA, GASK, 8, /1DVF3515GL-, Rectangular Gasket, 650, 700, 650, 700, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/25864,NA, STRT, 9, /1DVF3515GL-, Rectangular Straight, 650, 700, 650, 700, 515, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24595,NA, GASK, 10, /1DVF3515GL-, Rectangular Gasket, 700, 650, 700, 650, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/25865,NA, BEND, 11, /1DVF3515GL-, Rectangular 90 degree Radiused Bend, 700, 650, 700, 650, 580, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel Z600, No, No
28634/24592,NA, GASK, 12, /1DVF3515GL-, Rectangular Gasket, 700, 650, 700, 650, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/52298,/1DVF3518RA-, DAMP, 13, /1DVF3515GL-, Powered Control Damper, 700, 650, 700, 650, 200, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, Galvanised Steel, No, No
28634/24593,NA, GASK, 14, /1DVF3515GL-, Rectangular Gasket, 700, 650, 700, 650, 3, 0, 19, /1HFA1903ZL-, HVAC Room, 1HF Building, NA, NA, No, No
20442/47253,/1DVF3699BW-, GRIL, 15, /1DVF3515GL-, Exhaust Double Bank Lourve, 950, 1300, 950, 1300, 247, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, /1HFA2302VBTV001, EN13030:2001 Aluminium, No, No
20442/47252,/1DVF3613BW-, GRIL, 16, /1DVF3515GL-, Exhaust Double Bank Lourve, 1300, 950, 1300, 950, 195, 0, 23, /1HFA2301ZL-, Roof Top, 1HF Building, /1HFA2302VBTV003, EN13030:2001 Aluminium, No, No
28634/646,/1DVF4102BH-, MESH, 1, /1DVF4102GL-, Extract Air Grille - Mesh, 150, 150, 150, 150, 10, 0, 0A, /1HFB0A01ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
20442/65063,NA, GASK, 2, /1DVF4102GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 0A, /1HFB0A01ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/5107,/1DVF4101RA-, DAMP, 3, /1DVF4102GL-, Fire Damper, 150, 150, 150, 150, 300, 90, 0A, /1HFB0A01ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
20442/65062,NA, GASK, 4, /1DVF4102GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 0A, /1HFB0A01ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
