Ref. No., Name, Type, Part No., Line Number, Detailed Desc., Inlet L., Inlet W., Outlet L., Outlet W., Length, Insulation, Level, Room, Room Description, Building, Penetration Reference, Material, Fire Rating, Approved for Cons/Fab
20442/58128,NA, SKIR, 43, /1DVF4201GL-, Penetration Spool Plate, 250, 300, 800, 950, 6, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, /1HFB1001DBTV003, Stainless Steel 304L, No, Yes
20442/7656,/1DVF4207BH-, MESH, 1, /1DVF4207GL-, Extract Air Grille - Mesh, 150, 100, 150, 100, 10, 0, 04, /1HFB0401ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25202,NA, GASK, 2, /1DVF4207GL-, Rectangular Gasket, 150, 100, 150, 100, 3, 0, 04, /1HFB0401ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/5155,/1DVF4206RA-, DAMP, 3, /1DVF4207GL-, Fire Damper, 150, 100, 150, 100, 400, 90, 04, /1HFB0401ZL-, Firefighting Lobby, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25201,NA, GASK, 4, /1DVF4207GL-, Rectangular Gasket, 150, 100, 150, 100, 3, 0, 04, /1HFB0401ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/5156,NA, STRT, 5, /1DVF4207GL-, Rectangular Straight, 150, 100, 150, 100, 650, 90, 04, /1HFB0401ZL- /1HFB0404ZL-, Firefighting Lobby, 1HF Building, /1HFB0407VBTV001, Stainless Steel 304L, No, Yes
20442/5156,NA, SKIR, 5, /1DVF4207GL-, Penetration Spool Plate, 150, 100, 700, 650, 6, 0, 04, /1HFB0401ZL-, Firefighting Lobby, 1HF Building, /1HFB0407VBTV001, Stainless Steel 304L, No, Yes
28634/25203,NA, GASK, 6, /1DVF4207GL-, Rectangular Gasket, 150, 100, 150, 100, 3, 0, 04, /1HFB0404ZL-, Cable deck, 1HF Building, NA, NA, No, No
20442/5157,/1DVF4207BW-, MESH, 7, /1DVF4207GL-, Supply Air Grille - Mesh, 150, 100, 150, 100, 10, 0, 04, /1HFB0404ZL-, Cable deck, 1HF Building, NA, Galvanised Steel, No, No
28634/25215,NA, GASK, 1, /1DVF4301GL-, Rectangular Gasket, 250, 300, 250, 300, 3, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, NA, No, No
20442/7792,/1DVF4301RA-, DAMP, 2, /1DVF4301GL-, Fire Damper, 300, 250, 300, 250, 300, 90, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25214,NA, GASK, 3, /1DVF4301GL-, Rectangular Gasket, 300, 250, 300, 250, 3, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, NA, No, No
20442/21236,NA, STRT, 4, /1DVF4301GL-, Rectangular Straight, 300, 250, 300, 250, 257, 90, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25217,NA, GASK, 5, /1DVF4301GL-, Rectangular Gasket, 300, 250, 300, 250, 3, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, NA, No, No
20442/21231,NA, STRT, 6, /1DVF4301GL-, Rectangular Straight, 250, 300, 250, 300, 1200, 90, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/25218,NA, GASK, 7, /1DVF4301GL-, Rectangular Gasket, 250, 300, 250, 300, 3, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, NA, No, No
20442/21232,NA, TAPE, 8, /1DVF4301GL-, Rectangular Taper, 250, 300, 650, 700, 1145, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/25219,NA, GASK, 9, /1DVF4301GL-, Rectangular Gasket, 650, 700, 650, 700, 3, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, NA, No, No
20442/21233,NA, STRT, 10, /1DVF4301GL-, Rectangular Straight, 650, 700, 650, 700, 1200, 90, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/21233,/1DVF4301GLB0001T001, BRCO, 10, /1DVF4301GL-, Rectangular Boot Branch Connector, 650, 700, 650, 700, 200, 90, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA,  Stainless Steel 304L, No, Yes
28634/25220,NA, GASK, 11, /1DVF4301GL-, Rectangular Gasket, 650, 700, 650, 700, 3, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, NA, No, No
20442/7478,NA, STRT, 12, /1DVF4301GL-, Rectangular Straight, 650, 700, 650, 700, 680, 90, 10, /1HFB1005ZL- /1HFB1403ZL-, Backup Switchgear Room, 1HF Building, /1HFB1401DBTV004, Stainless Steel 304L, No, Yes
20442/7478,NA, SKIR, 12, /1DVF4301GL-, Penetration Spool Plate, 650, 700, 1175, 1250, 6, 0, 14, /1HFB1403ZL-, HVAC Room, 1HF Building, /1HFB1401DBTV004, Stainless Steel 304L, No, Yes
20442/21863,/1DVF4310BH-, MESH, 1, /1DVF4310GL-, Extract Air Grille - Mesh, 150, 150, 150, 150, 10, 0, 10, /1HFB1001ZL-, Firefighting Lobby, 1HF Building, NA, Galvanised Steel, No, No
28634/25245,NA, GASK, 2, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1001ZL-, Firefighting Lobby, 1HF Building, NA, NA, No, No
20442/21862,NA, STRT, 3, /1DVF4310GL-, Rectangular Straight, 150, 150, 150, 150, 650, 90, 10, /1HFB1001ZL- /1HFB1004ZL-, Firefighting Lobby, 1HF Building, /1HFB1007VBTV002, Stainless Steel 304L, No, Yes
20442/21862,NA, SKIR, 3, /1DVF4310GL-, Penetration Spool Plate, 150, 150, 650, 650, 6, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, /1HFB1007VBTV002, Stainless Steel 304L, No, Yes
28634/25246,NA, GASK, 4, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/21861,/1DVF4311RA-, DAMP, 5, /1DVF4310GL-, Fire Damper, 150, 150, 150, 150, 300, 90, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25247,NA, GASK, 6, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/21860,NA, STRT, 7, /1DVF4310GL-, Rectangular Straight, 150, 150, 150, 150, 1125, 90, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25249,NA, GASK, 8, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/21859,NA, STRT, 9, /1DVF4310GL-, Rectangular Straight, 150, 150, 150, 150, 1200, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/25250,NA, GASK, 10, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/21858,/1DVF4312RA-, DAMP, 11, /1DVF4310GL-, Volume Control Dampers, 150, 150, 150, 150, 200, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, No
28634/25251,NA, GASK, 12, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/21857,NA, STRT, 13, /1DVF4310GL-, Rectangular Straight, 150, 150, 150, 150, 1200, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/25252,NA, GASK, 14, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/21852,NA, STRT, 15, /1DVF4310GL-, Rectangular Straight, 150, 150, 150, 150, 1200, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/25254,NA, GASK, 16, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/58213,NA, STRT, 17, /1DVF4310GL-, Rectangular Straight, 150, 150, 150, 150, 1200, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/25255,NA, GASK, 18, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/58216,NA, STRT, 19, /1DVF4310GL-, Rectangular Straight, 150, 150, 150, 150, 1200, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/25256,NA, GASK, 20, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/58217,NA, STRT, 21, /1DVF4310GL-, Rectangular Straight, 150, 150, 150, 150, 1167, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/25257,NA, GASK, 22, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
28634/28726,NA, STRT, 23, /1DVF4310GL-, Rectangular Straight, 150, 150, 150, 150, 184, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/28727,NA, GASK, 24, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/58220,NA, BEND, 25, /1DVF4310GL-, Rectangular 90degree degree Radiused Bend, 150, 150, 150, 150, 275, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/28725,NA, GASK, 26, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
28634/28724,NA, OFST, 27, /1DVF4310GL-, Rectangular Mitred Offset, 150, 150, 150, 150, 1294, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
28634/25259,NA, GASK, 28, /1DVF4310GL-, Rectangular Gasket, 150, 150, 150, 150, 3, 0, 10, /1HFB1004ZL-, HV/LV Switchgear Room, 1HF Building, NA, NA, No, No
20442/7457,/1DVF4313BH-, MESH, 1, /1DVF4313GL-, Extract Air Grille - Single Deflection with Damper, 200, 200, 200, 200, 10, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, Extruded Aluminium, No, No
20442/65165,NA, GASK, 2, /1DVF4313GL-, Rectangular Gasket, 200, 200, 200, 200, 3, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, NA, No, No
28634/324,/1DVF4314BH-, MESH, 3, /1DVF4313GL-, Extract Air Grille - Single Deflection with Damper, 200, 200, 200, 200, 10, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, Extruded Aluminium, No, No
20442/65166,NA, GASK, 4, /1DVF4313GL-, Rectangular Gasket, 200, 200, 200, 200, 4, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, NA, No, No
20442/7459,/1DVF4315BH-, MESH, 5, /1DVF4313GL-, Extract Air Grille - Single Deflection with Damper, 200, 200, 200, 200, 10, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, Extruded Aluminium, No, No
20442/65167,NA, GASK, 6, /1DVF4313GL-, Rectangular Gasket, 200, 200, 200, 200, 4, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, NA, No, No
20442/21277,NA, STRT, 7, /1DVF4313GL-, Rectangular Straight, 300, 200, 300, 200, 1200, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, Stainless Steel 304L, No, Yes
20442/21277,/1DVF4313GLB0004T001, BRCO, 7, /1DVF4313GL-, Rectangular Boot Branch Connector, 200, 300, 200, 300, 75, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA,  Stainless Steel 304L, No, Yes
20442/65158,NA, GASK, 8, /1DVF4313GL-, Rectangular Gasket, 300, 200, 300, 200, 3, 0, 10, /1HFB1005ZL-, Backup Switchgear Room, 1HF Building, NA, NA, No, No
