Flange Reference, Duct Reference, PDMS Duct Type, Line Number, Flange Height, Duct Length A (mm), Duct Width B (mm), Level
20442/60488/50A, 20442/60488, BEND, /1DVF6415GL-, 50, 1000, 800, 14
20442/60488/50B, 20442/60488, BEND, /1DVF6415GL-, 50, 1000, 800, 14
20442/60489/50A, 20442/60489, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60489/50B, 20442/60489, STRT, /1DVF6415GL-, 50, 1000, 800, 14
20442/60490/50A, 20442/60490, BEND, /1DVF6415GL-, 50, 1000, 800, 14
20442/60490/50B, 20442/60490, BEND, /1DVF6415GL-, 50, 1000, 800, 14
28634/3779/50B, 28634/3779, STRT, /1DVF6416GL-, 0, 800, 1000, 14
28634/3779/40C, 28634/3779, BRCO, /1DVF6416GL-, 40, 800, 700, 14
28634/23067/50A, 28634/23067, STRT, /1DVF6416GL-, 50, 800, 1000, 14
28634/23067/50B, 28634/23067, STRT, /1DVF6416GL-, 50, 800, 1000, 14
28634/3781/50A, 28634/3781, STRT, /1DVF6416GL-, 50, 800, 1000, 14
28634/3781/50B, 28634/3781, STRT, /1DVF6416GL-, 50, 800, 1000, 14
28634/3781/40C, 28634/3781, BRCO, /1DVF6416GL-, 40, 800, 700, 14
20442/29753/50B, 20442/29753, STRT, /1DVF6418GL-, 0, 800, 1000, 14
20442/29753/40C, 20442/29753, BRCO, /1DVF6418GL-, 40, 800, 700, 14
20442/29758/50A, 20442/29758, STRT, /1DVF6418GL-, 50, 800, 1000, 14
20442/29758/50B, 20442/29758, STRT, /1DVF6418GL-, 50, 800, 1000, 14
20442/29759/50A, 20442/29759, STRT, /1DVF6418GL-, 50, 800, 1000, 14
20442/29759/50B, 20442/29759, STRT, /1DVF6418GL-, 50, 800, 1000, 14
20442/29759/40C, 20442/29759, BRCO, /1DVF6418GL-, 40, 800, 700, 14
20442/29760/50A, 20442/29760, STRT, /1DVF6418GL-, 50, 800, 1000, 14
20442/29760/50B, 20442/29760, STRT, /1DVF6418GL-, 50, 800, 1000, 14
20442/69278/50A, 20442/69278, TAPE, /1DVF6450GL-, 50, 600, 1000, 14
20442/69278/50B, 20442/69278, TAPE, /1DVF6450GL-, 50, 700, 1000, 14
20442/69280/50A, 20442/69280, STRT, /1DVF6450GL-, 50, 700, 1000, 14
20442/69280/50B, 20442/69280, STRT, /1DVF6450GL-, 50, 700, 1000, 14
20442/69282/50A, 20442/69282, STRT, /1DVF6450GL-, 50, 700, 1000, 14
20442/69282/50B, 20442/69282, STRT, /1DVF6450GL-, 50, 700, 1000, 14
20442/69284/50A, 20442/69284, STRT, /1DVF6450GL-, 50, 700, 1000, 14
20442/69284/50B, 20442/69284, STRT, /1DVF6450GL-, 50, 700, 1000, 14
20442/69284/50C, 20442/69284, BRCO, /1DVF6450GL-, 50, 800, 1000, 14
20442/69287/50A, 20442/69287, TAPE, /1DVF6450GL-, 50, 700, 1000, 14
20442/69287/50B, 20442/69287, TAPE, /1DVF6450GL-, 50, 600, 1000, 14
20442/69517/50B, 20442/69517, STRT, /1DVF6490GL-, 0, 1000, 700, 14
20442/69515/50A, 20442/69515, STRT, /1DVF6490GL-, 50, 1000, 700, 14
20442/69515/50B, 20442/69515, STRT, /1DVF6490GL-, 50, 1000, 700, 14
20442/69513/50A, 20442/69513, STRT, /1DVF6490GL-, 50, 1000, 700, 14
20442/69513/50B, 20442/69513, STRT, /1DVF6490GL-, 50, 1000, 700, 14
20442/69511/50A, 20442/69511, STRT, /1DVF6490GL-, 50, 1000, 700, 14
20442/69511/50B, 20442/69511, STRT, /1DVF6490GL-, 50, 1000, 700, 14
20442/69509/50A, 20442/69509, TAPE, /1DVF6490GL-, 50, 1000, 700, 14
20442/69509/50B, 20442/69509, TAPE, /1DVF6490GL-, 50, 1000, 600, 14
20442/74773/50A, 20442/74773, OFST, /1DVF6501GL-, 50, 675, 1150, 19
20442/74773/50B, 20442/74773, OFST, /1DVF6501GL-, 50, 675, 1150, 19
20442/74774/50A, 20442/74774, TAPE, /1DVF6501GL-, 50, 675, 1150, 19
20442/74774/50B, 20442/74774, TAPE, /1DVF6501GL-, 50, 800, 1000, 19
28634/2924/50A, 28634/2924, STRT, /1DVF6501GL-, 50, 1000, 800, 19
28634/2924/50B, 28634/2924, STRT, /1DVF6501GL-, 50, 1000, 800, 19
28634/2924/40C, 28634/2924, BRCO, /1DVF6501GL-, 40, 800, 700, 19
28634/81/50A, 28634/81, STRT, /1DVF6501GL-, 50, 800, 1000, 19
28634/81/50B, 28634/81, STRT, /1DVF6501GL-, 50, 800, 1000, 19
28634/2926/50A, 28634/2926, STRT, /1DVF6501GL-, 50, 800, 1000, 19
28634/2926/50B, 28634/2926, STRT, /1DVF6501GL-, 50, 800, 1000, 19
28634/2926/40C, 28634/2926, BRCO, /1DVF6501GL-, 40, 800, 700, 19
28634/83/50A, 28634/83, STRT, /1DVF6501GL-, 50, 800, 1000, 19
28634/83/50B, 28634/83, STRT, /1DVF6501GL-, 50, 800, 1000, 19
28634/2928/50A, 28634/2928, STRT, /1DVF6501GL-, 50, 800, 1000, 19
28634/2928/50B, 28634/2928, STRT, /1DVF6501GL-, 50, 800, 1000, 19
28634/2929/50A, 28634/2929, STRT, /1DVF6501GL-, 50, 800, 1000, 19
28634/2929/40C, 28634/2929, BRCO, /1DVF6501GL-, 40, 800, 700, 19
28634/97/50A, 28634/97, STRT, /1DVF6505GL-, 50, 500, 500, 19
28634/97/50B, 28634/97, STRT, /1DVF6505GL-, 50, 500, 500, 19
28634/101/50A, 28634/101, STRT, /1DVF6511GL-, 50, 900, 900, 19
28634/101/50B, 28634/101, STRT, /1DVF6511GL-, 50, 900, 900, 19
28634/105/50A, 28634/105, STRT, /1DVF6515GL-, 50, 800, 600, 19
28634/105/50B, 28634/105, STRT, /1DVF6515GL-, 50, 800, 600, 19
20442/22624/50B, 20442/22624, STRT, /1DVF6525GL-, 0, 800, 1000, 19
20442/22624/40C, 20442/22624, BRCO, /1DVF6525GL-, 40, 800, 800, 19
28634/22181/50A, 28634/22181, STRT, /1DVF6525GL-, 50, 800, 1000, 19
28634/22181/50B, 28634/22181, STRT, /1DVF6525GL-, 50, 800, 1000, 19
20442/22623/50A, 20442/22623, STRT, /1DVF6525GL-, 50, 800, 1000, 19
20442/22623/50B, 20442/22623, STRT, /1DVF6525GL-, 50, 800, 1000, 19
20442/22622/50A, 20442/22622, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/22622/50B, 20442/22622, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/22622/40C, 20442/22622, BRCO, /1DVF6525GL-, 40, 800, 800, 19
20442/22621/50A, 20442/22621, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/22621/50B, 20442/22621, STRT, /1DVF6525GL-, 50, 1000, 800, 19
28634/158/50A, 28634/158, STRT, /1DVF6525GL-, 50, 1000, 800, 19
28634/158/50B, 28634/158, STRT, /1DVF6525GL-, 50, 1000, 800, 19
28634/158/40C, 28634/158, BRCO, /1DVF6525GL-, 40, 800, 800, 19
28634/156/50A, 28634/156, STRT, /1DVF6525GL-, 50, 1000, 800, 19
28634/156/50B, 28634/156, STRT, /1DVF6525GL-, 50, 1000, 800, 19
28634/154/50A, 28634/154, STRT, /1DVF6525GL-, 50, 1000, 800, 19
28634/154/50B, 28634/154, STRT, /1DVF6525GL-, 50, 1000, 800, 19
28634/154/40C, 28634/154, BRCO, /1DVF6525GL-, 40, 800, 800, 19
20442/60722/50A, 20442/60722, STRT, /1DVF6525GL-, 50, 800, 1000, 19
20442/60722/50B, 20442/60722, STRT, /1DVF6525GL-, 50, 800, 1000, 19
20442/60726/50A, 20442/60726, BEND, /1DVF6525GL-, 50, 1000, 800, 19
20442/60726/50B, 20442/60726, BEND, /1DVF6525GL-, 50, 1000, 800, 19
20442/60727/50A, 20442/60727, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60727/50B, 20442/60727, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60729/50A, 20442/60729, STRT, /1DVF6525GL-, 50, 800, 1000, 19
20442/60729/50B, 20442/60729, STRT, /1DVF6525GL-, 50, 800, 1000, 19
20442/60733/50A, 20442/60733, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60733/50B, 20442/60733, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60733/50C, 20442/60733, BRCO, /1DVF6525GL-, 50, 400, 400, 19
20442/60737/50A, 20442/60737, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60737/50B, 20442/60737, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60738/50A, 20442/60738, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60738/50B, 20442/60738, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60738/50C, 20442/60738, BRCO, /1DVF6525GL-, 50, 500, 400, 19
20442/60742/50A, 20442/60742, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60742/50B, 20442/60742, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60788/50A, 20442/60788, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60788/50B, 20442/60788, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60789/50A, 20442/60789, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60789/50B, 20442/60789, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60794/50A, 20442/60794, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60794/50B, 20442/60794, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60794/50C, 20442/60794, BRCO, /1DVF6525GL-, 50, 1000, 800, 19
20442/60796/50A, 20442/60796, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60796/50B, 20442/60796, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60801/50A, 20442/60801, BEND, /1DVF6525GL-, 50, 1000, 800, 19
20442/60801/50B, 20442/60801, BEND, /1DVF6525GL-, 50, 1000, 800, 19
20442/60802/50A, 20442/60802, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/60802/50B, 20442/60802, STRT, /1DVF6525GL-, 50, 1000, 800, 19
20442/22662/50A, 20442/22662, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/22662/50B, 20442/22662, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/22655/50A, 20442/22655, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/22655/50B, 20442/22655, STRT, /1DVF6527GL-, 50, 400, 400, 19
28634/11352/50A, 28634/11352, STRT, /1DVF6527GL-, 50, 400, 400, 19
28634/11352/50B, 28634/11352, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/22654/50A, 20442/22654, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/22654/50B, 20442/22654, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/22653/50A, 20442/22653, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/22653/50B, 20442/22653, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/22652/50A, 20442/22652, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/22652/50B, 20442/22652, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/60917/50A, 20442/60917, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/60917/50B, 20442/60917, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/60920/50A, 20442/60920, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/60920/50B, 20442/60920, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/60923/50A, 20442/60923, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/60923/50B, 20442/60923, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/60927/50A, 20442/60927, STRT, /1DVF6527GL-, 50, 400, 400, 19
20442/60927/50B, 20442/60927, STRT, /1DVF6527GL-, 50, 400, 400, 19
28634/28729/50A, 28634/28729, OFST, /1DVF6527GL-, 50, 400, 400, 19
28634/28729/50B, 28634/28729, OFST, /1DVF6527GL-, 50, 400, 400, 19
20442/22676/50B, 20442/22676, STRT, /1DVF6541GL-, 0, 400, 500, 19
20442/22676/40C, 20442/22676, BRCO, /1DVF6541GL-, 40, 400, 400, 19
20442/7224/50A, 20442/7224, STRT, /1DVF6541GL-, 50, 400, 500, 19
20442/7224/50B, 20442/7224, STRT, /1DVF6541GL-, 50, 400, 500, 19
20442/7222/50A, 20442/7222, STRT, /1DVF6541GL-, 50, 500, 400, 19
20442/7222/50B, 20442/7222, STRT, /1DVF6541GL-, 50, 500, 400, 19
20442/7222/40C, 20442/7222, BRCO, /1DVF6541GL-, 40, 400, 400, 19
20442/69291/50A, 20442/69291, TAPE, /1DVF6550GL-, 50, 600, 1000, 19
20442/69291/50B, 20442/69291, TAPE, /1DVF6550GL-, 50, 700, 1000, 19
20442/69293/50A, 20442/69293, STRT, /1DVF6550GL-, 50, 700, 1000, 19
20442/69293/50B, 20442/69293, STRT, /1DVF6550GL-, 50, 700, 1000, 19
20442/69666/50A, 20442/69666, TAPE, /1DVF6550GL-, 50, 700, 1000, 19
20442/69666/50B, 20442/69666, TAPE, /1DVF6550GL-, 50, 650, 1000, 19
20442/69297/50A, 20442/69297, STRT, /1DVF6550GL-, 50, 650, 1000, 19
20442/69297/50B, 20442/69297, STRT, /1DVF6550GL-, 50, 650, 1000, 19
20442/69297/50C, 20442/69297, BRCO, /1DVF6550GL-, 50, 800, 1000, 19
20442/69300/50A, 20442/69300, STRT, /1DVF6550GL-, 50, 650, 1000, 19
20442/74757/0A, 20442/74757, STRT, /1DVF6590GL-, 0, 675, 1150, 19
20442/74757/50B, 20442/74757, STRT, /1DVF6590GL-, 0, 675, 1150, 19
20442/74759/50A, 20442/74759, STRT, /1DVF6590GL-, 50, 675, 1150, 19
20442/74759/50B, 20442/74759, STRT, /1DVF6590GL-, 50, 675, 1150, 19
20442/74759/50C, 20442/74759, BRCO, /1DVF6590GL-, 50, 1150, 675, 19
20442/74764/50A, 20442/74764, TAPE, /1DVF6590GL-, 50, 1150, 675, 19
20442/74764/50B, 20442/74764, TAPE, /1DVF6590GL-, 50, 895, 675, 19
20442/74775/50A, 20442/74775, STRT, /1DVF6590GL-, 50, 895, 675, 19
20442/74775/50B, 20442/74775, STRT, /1DVF6590GL-, 50, 895, 675, 19
20442/74766/50A, 20442/74766, BEND, /1DVF6590GL-, 50, 895, 675, 19
20442/74766/50B, 20442/74766, BEND, /1DVF6590GL-, 50, 895, 675, 19
20442/74768/50A, 20442/74768, STRT, /1DVF6590GL-, 50, 895, 675, 19
20442/74768/0B, 20442/74768, STRT, /1DVF6590GL-, 50, 895, 675, 19
45018/437/50A, 45018/437, STRT, /1DVF6601GL-, 50, 1200, 1200, 23
45018/437/50B, 45018/437, STRT, /1DVF6601GL-, 50, 1200, 1200, 23
45018/437/50C, 45018/437, BRCO, /1DVF6601GL-, 50, 1200, 1200, 23
20442/42855/50A, 20442/42855, TRNS, /1DVF6601GL-, 50, 1200, 1200, 23
20442/42855/50B, 20442/42855, TRNS, /1DVF6601GL-, 50, 1000, 1000, 23
28634/18363/50A, 28634/18363, TRNS, /1DVF6603GL-, 50, 1200, 1000, 23
28634/18363/50B, 28634/18363, TRNS, /1DVF6603GL-, 50, 1000, 1000, 23
28634/18365/50A, 28634/18365, STRT, /1DVF6603GL-, 50, 1200, 1000, 23
28634/3259/0A, 28634/3259, STRT, /1DVF6613GL-, 0, 1000, 1200, 23
28634/3259/50B, 28634/3259, STRT, /1DVF6613GL-, 0, 1000, 1200, 23
28634/3258/50A, 28634/3258, BEND, /1DVF6613GL-, 50, 1200, 1000, 23
28634/3258/50B, 28634/3258, BEND, /1DVF6613GL-, 50, 1200, 1000, 23
36826/71/50A, 36826/71, TRNS, /1DVF6613GL-, 50, 1200, 1000, 23
36826/71/50B, 36826/71, TRNS, /1DVF6613GL-, 50, 1000, 1000, 23
36826/75/50A, 36826/75, TRNS, /1DVF6613GL-, 50, 1200, 1200, 23
36826/75/50B, 36826/75, TRNS, /1DVF6613GL-, 50, 1000, 1000, 23
36826/5072/50A, 36826/5072, STRT, /1DVF6620GL-, 50, 1200, 1200, 23
36826/5072/50B, 36826/5072, STRT, /1DVF6620GL-, 50, 1200, 1200, 23
36826/77/50A, 36826/77, STRT, /1DVF6620GL-, 50, 1200, 1200, 23
36826/77/50B, 36826/77, STRT, /1DVF6620GL-, 50, 1200, 1200, 23
36826/77/50C, 36826/77, BRCO, /1DVF6620GL-, 50, 1200, 1200, 23
20442/6098/50A, 20442/6098, STRT, /1DVF7102GL-, 50, 900, 900, 0A
20442/6098/50B, 20442/6098, STRT, /1DVF7102GL-, 50, 900, 900, 0A
20442/6133/50A, 20442/6133, STRT, /1DVF7124GL-, 50, 900, 900, 0A
20442/6133/50B, 20442/6133, STRT, /1DVF7124GL-, 50, 900, 900, 0A
20442/47369/50A, 20442/47369, STRT, /1DVF7203GL-, 50, 900, 900, 04
20442/47369/50B, 20442/47369, STRT, /1DVF7203GL-, 50, 900, 900, 04
20442/6144/50A, 20442/6144, STRT, /1DVF7223GL-, 50, 900, 900, 04
20442/6144/50B, 20442/6144, STRT, /1DVF7223GL-, 50, 900, 900, 04
20442/20796/50A, 20442/20796, STRT, /1DVF7302GL-, 50, 900, 900, 10
20442/20796/50B, 20442/20796, STRT, /1DVF7302GL-, 50, 900, 900, 10
20442/34933/50A, 20442/34933, STRT, /1DVF7312GL-, 50, 900, 900, 10
28634/2969/50A, 28634/2969, STRT, /1DVF7327GL-, 50, 1400, 1400, 10
20442/6207/50A, 20442/6207, STRT, /1DVF7329GL-, 50, 900, 900, 10
20442/6207/50B, 20442/6207, STRT, /1DVF7329GL-, 50, 900, 900, 10
20442/20798/50A, 20442/20798, STRT, /1DVF7403GL-, 50, 900, 900, 14
20442/20798/50B, 20442/20798, STRT, /1DVF7403GL-, 50, 900, 900, 14
20442/68200/40A, 20442/68200, STRT, /1DVF7424GL-, 40, 900, 900, 14
20442/68200/50B, 20442/68200, STRT, /1DVF7424GL-, 40, 900, 900, 14
20442/6263/50A, 20442/6263, STRT, /1DVF7424GL-, 50, 900, 900, 14
20442/6263/50B, 20442/6263, STRT, /1DVF7424GL-, 50, 900, 900, 14
20442/20466/50A, 20442/20466, STRT, /1DVF7503GL-, 50, 900, 900, 19
20442/20466/50B, 20442/20466, STRT, /1DVF7503GL-, 50, 900, 900, 19
20442/6304/50A, 20442/6304, STRT, /1DVF7524GL-, 50, 900, 900, 19
20442/6304/50B, 20442/6304, STRT, /1DVF7524GL-, 50, 900, 900, 19
20442/39478/50B, 20442/39478, STRT, /1DVF7527GL-, 0, 1200, 1200, 19
20442/39484/50A, 20442/39484, TRNS, /1DVF7527GL-, 50, 1200, 1200, 19
20442/39484/50B, 20442/39484, TRNS, /1DVF7527GL-, 50, 1000, 1000, 19
20442/39501/50A, 20442/39501, TRNS, /1DVF7528GL-, 50, 1000, 1000, 19
20442/39501/50B, 20442/39501, TRNS, /1DVF7528GL-, 50, 1000, 1000, 19
20442/21174/50A, 20442/21174, TRNS, /1DVF7601GL-, 50, 1000, 1000, 23
20442/21174/50B, 20442/21174, TRNS, /1DVF7601GL-, 50, 1000, 1000, 23
20442/21170/50A, 20442/21170, TRNS, /1DVF7603GL-, 50, 1000, 1000, 23
20442/21170/50B, 20442/21170, TRNS, /1DVF7603GL-, 50, 1000, 1000, 23
20442/43566/50A, 20442/43566, STRT, /1DVF7603GL-, 50, 1000, 1000, 23
20442/43566/50B, 20442/43566, STRT, /1DVF7603GL-, 50, 1000, 1000, 23
20442/34939/50A, 20442/34939, TAPE, /1DVF7603GL-, 50, 1000, 1000, 23
20442/34939/50B, 20442/34939, TAPE, /1DVF7603GL-, 50, 750, 700, 23
20442/6346/50B, 20442/6346, STRT, /1DVF7603GL-, 0, 750, 700, 23
20442/6358/50A, 20442/6358, STRT, /1DVF7624GL-, 50, 900, 900, 23
20442/6358/50B, 20442/6358, STRT, /1DVF7624GL-, 50, 900, 900, 23
28634/2974/50A, 28634/2974, STRT, /1DVF7627GL-, 50, 1400, 1400, 23
20442/6372/50A, 20442/6372, STRT, /1DVF7724GL-, 50, 900, 900, 27
20442/6372/50B, 20442/6372, STRT, /1DVF7724GL-, 50, 900, 900, 27
28634/5058/50A, 28634/5058, STRT, /1DVF7801GL-, 50, 1200, 1200, 30
28634/5058/50B, 28634/5058, STRT, /1DVF7801GL-, 50, 1200, 1200, 30
28634/2976/50A, 28634/2976, TRNS, /1DVF7801GL-, 50, 1200, 1200, 30
28634/2976/50B, 28634/2976, TRNS, /1DVF7801GL-, 50, 1120, 1120, 30
28634/3317/50A, 28634/3317, TRNS, /1DVF7802GL-, 50, 1250, 800, 30
28634/3317/50B, 28634/3317, TRNS, /1DVF7802GL-, 50, 1120, 1120, 30
20442/52087/50A, 20442/52087, STRT, /1DVF7802GL-, 50, 1250, 800, 30
20442/52087/0B, 20442/52087, STRT, /1DVF7802GL-, 50, 1250, 800, 30
28634/3324/50A, 28634/3324, TRNS, /1DVF7803GL-, 50, 1100, 1100, 30
28634/3324/50B, 28634/3324, TRNS, /1DVF7803GL-, 50, 1000, 1000, 30
28634/4786/50A, 28634/4786, STRT, /1DVF7803GL-, 50, 1100, 1100, 30
28634/4786/50B, 28634/4786, STRT, /1DVF7803GL-, 50, 1100, 1100, 30
28634/3328/50A, 28634/3328, TRNS, /1DVF7804GL-, 50, 1250, 800, 30
28634/3328/50B, 28634/3328, TRNS, /1DVF7804GL-, 50, 1000, 1000, 30
28634/3331/50A, 28634/3331, STRT, /1DVF7804GL-, 50, 1250, 800, 30
28634/3331/50B, 28634/3331, STRT, /1DVF7804GL-, 50, 1250, 800, 30
20442/52088/50A, 20442/52088, STRT, /1DVF7804GL-, 50, 1250, 800, 30
20442/52088/0B, 20442/52088, STRT, /1DVF7804GL-, 50, 1250, 800, 30
20442/30283/40A, 20442/30283, STRT, /1DVF8201GL-, 40, 700, 250, 04
20442/30283/50B, 20442/30283, STRT, /1DVF8201GL-, 40, 700, 250, 04
20442/30283/40C, 20442/30283, BRCO, /1DVF8201GL-, 40, 700, 250, 04
20442/30282/50A, 20442/30282, STRT, /1DVF8201GL-, 50, 700, 250, 04
20442/30282/50B, 20442/30282, STRT, /1DVF8201GL-, 50, 700, 250, 04
20442/30282/40C, 20442/30282, BRCO, /1DVF8201GL-, 40, 700, 250, 04
20442/30282/40D, 20442/30282, BRCO, /1DVF8201GL-, 40, 700, 250, 04
20442/30281/50A, 20442/30281, BEND, /1DVF8201GL-, 50, 700, 250, 04
20442/30281/50B, 20442/30281, BEND, /1DVF8201GL-, 50, 700, 250, 04
20442/30290/50A, 20442/30290, OFST, /1DVF8201GL-, 50, 250, 700, 04
20442/30290/50B, 20442/30290, OFST, /1DVF8201GL-, 50, 250, 700, 04
20442/8068/50A, 20442/8068, BEND, /1DVF8201GL-, 50, 250, 700, 04
20442/8068/50B, 20442/8068, BEND, /1DVF8201GL-, 50, 250, 700, 04
20442/50826/50A, 20442/50826, STRT, /1DVF8201GL-, 50, 250, 700, 04
20442/50826/50B, 20442/50826, STRT, /1DVF8201GL-, 50, 250, 700, 04
20442/48334/50A, 20442/48334, STRT, /1DVF8205GL-, 50, 700, 250, 04
20442/48334/50B, 20442/48334, STRT, /1DVF8205GL-, 50, 700, 250, 04
20442/48333/50A, 20442/48333, TRNS, /1DVF8205GL-, 50, 700, 250, 04
20442/48333/50B, 20442/48333, TRNS, /1DVF8205GL-, 50, 560, 560, 04
20442/577/50A, 20442/577, TRNS, /1DVF8205GL-, 50, 400, 450, 04
20442/577/50B, 20442/577, TRNS, /1DVF8205GL-, 50, 560, 560, 04
20442/575/50A, 20442/575, STRT, /1DVF8205GL-, 50, 400, 450, 04
20442/575/50B, 20442/575, STRT, /1DVF8205GL-, 50, 400, 450, 04
20442/624/50B, 20442/624, STRT, /1DVF8211GL-, 0, 450, 400, 04
20442/624/40C, 20442/624, BRCO, /1DVF8211GL-, 40, 400, 400, 04
20442/622/50A, 20442/622, STRT, /1DVF8211GL-, 50, 450, 400, 04
20442/622/50B, 20442/622, STRT, /1DVF8211GL-, 50, 450, 400, 04
20442/622/40C, 20442/622, BRCO, /1DVF8211GL-, 40, 400, 400, 04
20442/620/50A, 20442/620, STRT, /1DVF8211GL-, 50, 450, 400, 04
20442/620/50B, 20442/620, STRT, /1DVF8211GL-, 50, 450, 400, 04
20442/620/40C, 20442/620, BRCO, /1DVF8211GL-, 40, 400, 400, 04
20442/618/50A, 20442/618, STRT, /1DVF8211GL-, 50, 450, 400, 04
20442/618/50B, 20442/618, STRT, /1DVF8211GL-, 50, 450, 400, 04
20442/618/40C, 20442/618, BRCO, /1DVF8211GL-, 40, 400, 400, 04
20442/617/50A, 20442/617, STRT, /1DVF8211GL-, 50, 450, 400, 04
20442/617/50B, 20442/617, STRT, /1DVF8211GL-, 50, 450, 400, 04
20442/616/50A, 20442/616, BEND, /1DVF8211GL-, 50, 450, 400, 04
20442/616/50B, 20442/616, BEND, /1DVF8211GL-, 50, 450, 400, 04
36826/837/50A, 36826/837, STRT, /1DVF8211GL-, 50, 450, 400, 04
36826/837/50B, 36826/837, STRT, /1DVF8211GL-, 50, 450, 400, 04
20442/614/50A, 20442/614, BEND, /1DVF8211GL-, 50, 400, 450, 04
20442/614/50B, 20442/614, BEND, /1DVF8211GL-, 50, 400, 450, 04
36826/838/50A, 36826/838, STRT, /1DVF8211GL-, 50, 400, 450, 04
36826/838/50B, 36826/838, STRT, /1DVF8211GL-, 50, 400, 450, 04
28634/11274/50A, 28634/11274, STRT, /1DVF8229GL-, 50, 400, 450, 04
28634/11274/50B, 28634/11274, STRT, /1DVF8229GL-, 50, 400, 450, 04
28634/11273/50A, 28634/11273, TRNS, /1DVF8229GL-, 50, 400, 450, 04
28634/11273/50B, 28634/11273, TRNS, /1DVF8229GL-, 50, 560, 560, 04
20442/7718/50A, 20442/7718, TRNS, /1DVF8229GL-, 50, 400, 450, 04
20442/7718/50B, 20442/7718, TRNS, /1DVF8229GL-, 50, 560, 560, 04
36826/839/50A, 36826/839, STRT, /1DVF8229GL-, 50, 400, 450, 10
36826/839/50B, 36826/839, STRT, /1DVF8229GL-, 50, 400, 450, 10
20442/30309/50A, 20442/30309, STRT, /1DVF8302GL-, 50, 400, 450, 10
20442/30309/50B, 20442/30309, STRT, /1DVF8302GL-, 50, 400, 450, 10
20442/657/50A, 20442/657, TAPE, /1DVF8302GL-, 50, 400, 450, 10
20442/657/50B, 20442/657, TAPE, /1DVF8302GL-, 50, 900, 650, 10
20442/20735/50A, 20442/20735, BEND, /1DVF8302GL-, 50, 650, 900, 10
20442/20735/50B, 20442/20735, BEND, /1DVF8302GL-, 50, 650, 900, 10
20442/659/50A, 20442/659, STRT, /1DVF8302GL-, 50, 650, 900, 10
20442/659/50B, 20442/659, STRT, /1DVF8302GL-, 50, 650, 900, 10
20442/53481/50A, 20442/53481, STRT, /1DVF8302GL-, 50, 650, 900, 10
20442/684/50A, 20442/684, STRT, /1DVF8329GL-, 50, 400, 450, 10
20442/684/50B, 20442/684, STRT, /1DVF8329GL-, 50, 400, 450, 10
28634/2953/50A, 28634/2953, STRT, /1DVF8329GL-, 50, 400, 450, 10
28634/2953/50B, 28634/2953, STRT, /1DVF8329GL-, 50, 400, 450, 10
20442/68086/50A, 20442/68086, OFST, /1DVF8329GL-, 50, 400, 450, 10
20442/68086/50B, 20442/68086, OFST, /1DVF8329GL-, 50, 400, 450, 10
20442/675/50A, 20442/675, BEND, /1DVF8329GL-, 50, 400, 450, 10
20442/675/50B, 20442/675, BEND, /1DVF8329GL-, 50, 400, 450, 10
20442/674/50A, 20442/674, STRT, /1DVF8329GL-, 50, 400, 450, 10
