Flange Reference, Duct Reference, PDMS Duct Type, Line Number, Flange Height, Duct Length A (mm), Duct Width B (mm), Level
20442/21860/40A, 20442/21860, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/21860/40B, 20442/21860, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/21859/40A, 20442/21859, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/21859/40B, 20442/21859, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/21857/40A, 20442/21857, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/21857/40B, 20442/21857, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/21852/40A, 20442/21852, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/21852/40B, 20442/21852, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/58213/40A, 20442/58213, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/58213/40B, 20442/58213, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/58216/40A, 20442/58216, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/58216/40B, 20442/58216, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/58217/40A, 20442/58217, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/58217/40B, 20442/58217, STRT, /1DVF4310GL-, 40, 150, 150, 10
28634/28726/40A, 28634/28726, STRT, /1DVF4310GL-, 40, 150, 150, 10
28634/28726/40B, 28634/28726, STRT, /1DVF4310GL-, 40, 150, 150, 10
20442/58220/40A, 20442/58220, BEND, /1DVF4310GL-, 40, 150, 150, 10
20442/58220/40B, 20442/58220, BEND, /1DVF4310GL-, 40, 150, 150, 10
28634/28724/40A, 28634/28724, OFST, /1DVF4310GL-, 40, 150, 150, 10
28634/28724/40B, 28634/28724, OFST, /1DVF4310GL-, 40, 150, 150, 10
20442/21277/40B, 20442/21277, STRT, /1DVF4313GL-, 0, 300, 200, 10
20442/21277/40C, 20442/21277, BRCO, /1DVF4313GL-, 40, 200, 200, 10
20442/21276/40A, 20442/21276, STRT, /1DVF4313GL-, 40, 200, 300, 10
20442/21276/40B, 20442/21276, STRT, /1DVF4313GL-, 40, 200, 300, 10
20442/21275/40A, 20442/21275, STRT, /1DVF4313GL-, 40, 200, 300, 10
20442/21275/40B, 20442/21275, STRT, /1DVF4313GL-, 40, 200, 300, 10
20442/21275/40C, 20442/21275, BRCO, /1DVF4313GL-, 40, 200, 200, 10
20442/21274/40A, 20442/21274, STRT, /1DVF4313GL-, 40, 200, 300, 10
20442/21274/40B, 20442/21274, STRT, /1DVF4313GL-, 40, 200, 300, 10
20442/21273/40A, 20442/21273, STRT, /1DVF4313GL-, 40, 200, 300, 10
20442/21273/40B, 20442/21273, STRT, /1DVF4313GL-, 40, 200, 300, 10
20442/21273/40C, 20442/21273, BRCO, /1DVF4313GL-, 40, 200, 200, 10
20442/21268/40A, 20442/21268, BEND, /1DVF4313GL-, 40, 300, 200, 10
20442/21268/40B, 20442/21268, BEND, /1DVF4313GL-, 40, 300, 200, 10
20442/34616/50A, 20442/34616, STRT, /1DVF4321GL-, 50, 650, 600, 10
20442/34616/50B, 20442/34616, STRT, /1DVF4321GL-, 50, 650, 600, 10
20442/34617/50A, 20442/34617, STRT, /1DVF4321GL-, 50, 650, 600, 10
20442/34617/50B, 20442/34617, STRT, /1DVF4321GL-, 50, 650, 600, 10
20442/34618/50A, 20442/34618, TAPE, /1DVF4321GL-, 50, 650, 600, 10
20442/34618/50B, 20442/34618, TAPE, /1DVF4321GL-, 50, 650, 650, 10
20442/34619/50A, 20442/34619, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34619/50B, 20442/34619, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34623/50A, 20442/34623, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34623/50B, 20442/34623, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/47057/50A, 20442/47057, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/47057/50B, 20442/47057, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/47057/40C, 20442/47057, BRCO, /1DVF4321GL-, 40, 300, 200, 10
20442/34624/50A, 20442/34624, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34624/50B, 20442/34624, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34625/50A, 20442/34625, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34625/50B, 20442/34625, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34626/50A, 20442/34626, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34626/50B, 20442/34626, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34620/50A, 20442/34620, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34620/50B, 20442/34620, STRT, /1DVF4321GL-, 50, 650, 650, 10
20442/34622/50A, 20442/34622, BEND, /1DVF4321GL-, 50, 650, 650, 10
20442/34622/50B, 20442/34622, BEND, /1DVF4321GL-, 50, 650, 650, 10
20442/65406/50A, 20442/65406, TAPE, /1DVF4321GL-, 50, 800, 300, 10
20442/65406/50B, 20442/65406, TAPE, /1DVF4321GL-, 50, 200, 400, 10
20442/30488/50A, 20442/30488, BEND, /1DVF4321GL-, 50, 200, 400, 10
20442/30488/50B, 20442/30488, BEND, /1DVF4321GL-, 50, 200, 400, 10
20442/30487/50A, 20442/30487, STRT, /1DVF4321GL-, 50, 400, 200, 10
20442/30487/50B, 20442/30487, STRT, /1DVF4321GL-, 50, 400, 200, 10
20442/65200/50A, 20442/65200, TAPE, /1DVF4321GL-, 50, 400, 200, 10
20442/65200/50B, 20442/65200, TAPE, /1DVF4321GL-, 50, 400, 250, 10
28634/28722/50A, 28634/28722, STRT, /1DVF4321GL-, 50, 400, 250, 10
28634/28722/50B, 28634/28722, STRT, /1DVF4321GL-, 50, 400, 250, 10
28634/28722/40C, 28634/28722, BRCO, /1DVF4321GL-, 40, 150, 150, 10
20442/30492/50A, 20442/30492, STRT, /1DVF4321GL-, 50, 400, 250, 10
20442/30492/50B, 20442/30492, STRT, /1DVF4321GL-, 50, 400, 250, 10
20442/30484/50A, 20442/30484, TAPE, /1DVF4321GL-, 50, 550, 350, 10
20442/30484/50B, 20442/30484, TAPE, /1DVF4321GL-, 50, 400, 250, 10
20442/30482/50A, 20442/30482, STRT, /1DVF4321GL-, 50, 550, 350, 10
20442/30482/50B, 20442/30482, STRT, /1DVF4321GL-, 50, 550, 350, 10
20442/30482/50C, 20442/30482, BRCO, /1DVF4321GL-, 50, 400, 200, 10
20442/30481/50A, 20442/30481, STRT, /1DVF4321GL-, 50, 550, 350, 10
20442/30481/50B, 20442/30481, STRT, /1DVF4321GL-, 50, 550, 350, 10
20442/30479/50A, 20442/30479, STRT, /1DVF4321GL-, 50, 550, 350, 10
20442/30479/50B, 20442/30479, STRT, /1DVF4321GL-, 50, 550, 350, 10
20442/30479/50C, 20442/30479, BRCO, /1DVF4321GL-, 50, 400, 200, 10
20442/30478/50A, 20442/30478, STRT, /1DVF4321GL-, 50, 550, 350, 10
20442/30478/50B, 20442/30478, STRT, /1DVF4321GL-, 50, 550, 350, 10
20442/34596/50B, 20442/34596, STRT, /1DVF4321GL-, 0, 600, 650, 10
20442/34596/50C, 20442/34596, BRCO, /1DVF4321GL-, 50, 550, 350, 10
20442/34597/50A, 20442/34597, STRT, /1DVF4321GL-, 50, 600, 650, 10
20442/34597/50B, 20442/34597, STRT, /1DVF4321GL-, 50, 600, 650, 10
20442/34597/40C, 20442/34597, BRCO, /1DVF4321GL-, 40, 200, 200, 10
20442/34598/50A, 20442/34598, STRT, /1DVF4321GL-, 50, 650, 600, 10
20442/34598/50B, 20442/34598, STRT, /1DVF4321GL-, 50, 650, 600, 10
20442/34598/50C, 20442/34598, BRCO, /1DVF4321GL-, 50, 400, 200, 10
20442/34599/50A, 20442/34599, STRT, /1DVF4321GL-, 50, 650, 600, 10
20442/34599/50B, 20442/34599, STRT, /1DVF4321GL-, 50, 650, 600, 10
20442/34599/50C, 20442/34599, BRCO, /1DVF4321GL-, 50, 400, 200, 10
20442/34600/50A, 20442/34600, STRT, /1DVF4321GL-, 50, 600, 650, 10
20442/34600/50B, 20442/34600, STRT, /1DVF4321GL-, 50, 600, 650, 10
20442/34601/50A, 20442/34601, STRT, /1DVF4321GL-, 50, 600, 650, 10
20442/34601/50B, 20442/34601, STRT, /1DVF4321GL-, 50, 600, 650, 10
20442/34601/40C, 20442/34601, BRCO, /1DVF4321GL-, 40, 200, 200, 10
20442/34602/50A, 20442/34602, STRT, /1DVF4321GL-, 50, 600, 650, 10
20442/34602/50B, 20442/34602, STRT, /1DVF4321GL-, 50, 600, 650, 10
20442/34602/50C, 20442/34602, BRCO, /1DVF4321GL-, 50, 400, 200, 10
20442/34603/50A, 20442/34603, STRT, /1DVF4321GL-, 50, 650, 600, 10
20442/34603/50B, 20442/34603, STRT, /1DVF4321GL-, 50, 650, 600, 10
20442/34604/50A, 20442/34604, STRT, /1DVF4321GL-, 50, 600, 650, 10
20442/34604/50C, 20442/34604, BRCO, /1DVF4321GL-, 50, 650, 600, 10
20442/34604/50D, 20442/34604, BRCO, /1DVF4321GL-, 50, 400, 200, 10
20442/65365/50A, 20442/65365, TAPE, /1DVF4323GL-, 50, 800, 300, 10
20442/65365/50B, 20442/65365, TAPE, /1DVF4323GL-, 50, 200, 400, 10
20442/21805/50A, 20442/21805, BEND, /1DVF4323GL-, 50, 200, 400, 10
20442/21805/50B, 20442/21805, BEND, /1DVF4323GL-, 50, 200, 400, 10
20442/30506/50A, 20442/30506, STRT, /1DVF4323GL-, 50, 400, 200, 10
20442/30506/50B, 20442/30506, STRT, /1DVF4323GL-, 50, 400, 200, 10
20442/21806/50A, 20442/21806, STRT, /1DVF4323GL-, 50, 400, 200, 10
20442/21806/50B, 20442/21806, STRT, /1DVF4323GL-, 50, 400, 200, 10
20442/21803/50A, 20442/21803, STRT, /1DVF4323GL-, 50, 400, 200, 10
20442/21803/50B, 20442/21803, STRT, /1DVF4323GL-, 50, 400, 200, 10
20442/21796/50A, 20442/21796, BEND, /1DVF4323GL-, 50, 400, 200, 10
20442/21796/50B, 20442/21796, BEND, /1DVF4323GL-, 50, 400, 200, 10
20442/21797/50A, 20442/21797, STRT, /1DVF4323GL-, 50, 400, 200, 10
20442/21797/50B, 20442/21797, STRT, /1DVF4323GL-, 50, 400, 200, 10
20442/21795/50A, 20442/21795, STRT, /1DVF4323GL-, 50, 200, 400, 10
20442/21795/50B, 20442/21795, STRT, /1DVF4323GL-, 50, 200, 400, 10
20442/65409/50A, 20442/65409, TAPE, /1DVF4325GL-, 50, 800, 300, 10
20442/65409/50B, 20442/65409, TAPE, /1DVF4325GL-, 50, 400, 200, 10
20442/21750/50A, 20442/21750, BEND, /1DVF4325GL-, 50, 200, 400, 10
20442/21750/50B, 20442/21750, BEND, /1DVF4325GL-, 50, 200, 400, 10
20442/21751/50A, 20442/21751, STRT, /1DVF4325GL-, 50, 200, 400, 10
20442/21751/50B, 20442/21751, STRT, /1DVF4325GL-, 50, 200, 400, 10
20442/30509/50A, 20442/30509, STRT, /1DVF4325GL-, 50, 200, 400, 10
20442/30509/50B, 20442/30509, STRT, /1DVF4325GL-, 50, 200, 400, 10
20442/65433/50A, 20442/65433, TAPE, /1DVF4327GL-, 50, 800, 300, 10
20442/65433/50B, 20442/65433, TAPE, /1DVF4327GL-, 50, 200, 400, 10
20442/21712/50A, 20442/21712, BEND, /1DVF4327GL-, 50, 200, 400, 10
20442/21712/50B, 20442/21712, BEND, /1DVF4327GL-, 50, 200, 400, 10
20442/30510/50A, 20442/30510, STRT, /1DVF4327GL-, 50, 200, 400, 10
20442/30510/50B, 20442/30510, STRT, /1DVF4327GL-, 50, 200, 400, 10
28634/20604/50A, 28634/20604, STRT, /1DVF4327GL-, 50, 200, 400, 10
28634/20604/50B, 28634/20604, STRT, /1DVF4327GL-, 50, 200, 400, 10
28634/20605/50A, 28634/20605, STRT, /1DVF4327GL-, 50, 200, 400, 10
28634/20605/50B, 28634/20605, STRT, /1DVF4327GL-, 50, 200, 400, 10
28634/20608/50A, 28634/20608, STRT, /1DVF4327GL-, 50, 200, 400, 10
28634/20608/50B, 28634/20608, STRT, /1DVF4327GL-, 50, 200, 400, 10
20442/21703/50A, 20442/21703, BEND, /1DVF4327GL-, 50, 400, 200, 10
20442/21703/50B, 20442/21703, BEND, /1DVF4327GL-, 50, 400, 200, 10
20442/21702/50A, 20442/21702, STRT, /1DVF4327GL-, 50, 400, 200, 10
20442/21702/50B, 20442/21702, STRT, /1DVF4327GL-, 50, 400, 200, 10
20442/21701/50A, 20442/21701, STRT, /1DVF4327GL-, 50, 400, 200, 10
20442/21701/50B, 20442/21701, STRT, /1DVF4327GL-, 50, 400, 200, 10
20442/21699/50A, 20442/21699, STRT, /1DVF4327GL-, 50, 200, 400, 10
20442/21699/50B, 20442/21699, STRT, /1DVF4327GL-, 50, 200, 400, 10
20442/21698/50A, 20442/21698, STRT, /1DVF4327GL-, 50, 200, 400, 10
20442/21698/50B, 20442/21698, STRT, /1DVF4327GL-, 50, 200, 400, 10
20442/21697/50A, 20442/21697, STRT, /1DVF4327GL-, 50, 200, 400, 10
20442/21697/50B, 20442/21697, STRT, /1DVF4327GL-, 50, 200, 400, 10
20442/21626/50A, 20442/21626, TAPE, /1DVF4331GL-, 50, 400, 200, 10
20442/21626/50B, 20442/21626, TAPE, /1DVF4331GL-, 50, 300, 800, 10
20442/30515/50A, 20442/30515, STRT, /1DVF4331GL-, 50, 400, 200, 10
20442/30515/50B, 20442/30515, STRT, /1DVF4331GL-, 50, 400, 200, 10
20442/21627/50A, 20442/21627, BEND, /1DVF4331GL-, 50, 200, 400, 10
20442/21627/50B, 20442/21627, BEND, /1DVF4331GL-, 50, 200, 400, 10
28634/8439/50A, 28634/8439, STRT, /1DVF4331GL-, 50, 400, 200, 10
28634/8439/50B, 28634/8439, STRT, /1DVF4331GL-, 50, 400, 200, 10
28634/8431/50A, 28634/8431, STRT, /1DVF4331GL-, 50, 400, 200, 10
28634/8431/50B, 28634/8431, STRT, /1DVF4331GL-, 50, 400, 200, 10
20442/21630/50A, 20442/21630, STRT, /1DVF4331GL-, 50, 400, 200, 10
20442/21630/50B, 20442/21630, STRT, /1DVF4331GL-, 50, 400, 200, 10
20442/21607/50A, 20442/21607, TAPE, /1DVF4335GL-, 50, 200, 400, 10
20442/21607/50B, 20442/21607, TAPE, /1DVF4335GL-, 50, 800, 300, 10
20442/21608/50A, 20442/21608, BEND, /1DVF4335GL-, 50, 200, 400, 10
20442/21608/50B, 20442/21608, BEND, /1DVF4335GL-, 50, 200, 400, 10
20442/30540/50A, 20442/30540, STRT, /1DVF4335GL-, 50, 400, 200, 10
20442/30540/50B, 20442/30540, STRT, /1DVF4335GL-, 50, 400, 200, 10
20442/21611/50A, 20442/21611, STRT, /1DVF4335GL-, 50, 400, 200, 10
20442/21611/50B, 20442/21611, STRT, /1DVF4335GL-, 50, 400, 200, 10
20442/30525/50A, 20442/30525, TAPE, /1DVF4337GL-, 50, 200, 400, 10
20442/30525/50B, 20442/30525, TAPE, /1DVF4337GL-, 50, 800, 300, 10
20442/30524/50A, 20442/30524, BEND, /1DVF4337GL-, 50, 200, 400, 10
20442/30524/50B, 20442/30524, BEND, /1DVF4337GL-, 50, 200, 400, 10
20442/34629/50A, 20442/34629, STRT, /1DVF4337GL-, 50, 400, 200, 10
20442/34629/50B, 20442/34629, STRT, /1DVF4337GL-, 50, 400, 200, 10
20442/35461/50A, 20442/35461, BEND, /1DVF4337GL-, 50, 400, 200, 10
20442/35461/50B, 20442/35461, BEND, /1DVF4337GL-, 50, 400, 200, 10
20442/35460/50A, 20442/35460, BEND, /1DVF4337GL-, 50, 400, 200, 10
20442/35460/50B, 20442/35460, BEND, /1DVF4337GL-, 50, 400, 200, 10
20442/35466/50A, 20442/35466, STRT, /1DVF4337GL-, 50, 400, 200, 10
20442/35466/50B, 20442/35466, STRT, /1DVF4337GL-, 50, 400, 200, 10
20442/18234/50A, 20442/18234, TAPE, /1DVF4401GL-, 50, 650, 700, 14
20442/18234/50B, 20442/18234, TAPE, /1DVF4401GL-, 50, 700, 750, 14
20442/18233/50A, 20442/18233, STRT, /1DVF4401GL-, 50, 700, 750, 14
20442/18233/50B, 20442/18233, STRT, /1DVF4401GL-, 50, 700, 750, 14
20442/18233/50C, 20442/18233, BRCO, /1DVF4401GL-, 50, 700, 750, 14
20442/7038/50A, 20442/7038, STRT, /1DVF4401GL-, 50, 700, 750, 14
20442/7038/50B, 20442/7038, STRT, /1DVF4401GL-, 50, 700, 750, 14
20442/18237/50A, 20442/18237, STRT, /1DVF4401GL-, 50, 750, 700, 14
20442/18237/50B, 20442/18237, STRT, /1DVF4401GL-, 50, 750, 700, 14
20442/18237/50C, 20442/18237, BRCO, /1DVF4401GL-, 50, 400, 400, 14
20442/18237/40C, 20442/18237, BRCO, /1DVF4401GL-, 40, 300, 300, 14
20442/24346/50A, 20442/24346, STRT, /1DVF4401GL-, 50, 750, 700, 14
20442/24346/50B, 20442/24346, STRT, /1DVF4401GL-, 50, 750, 700, 14
20442/58309/50B, 20442/58309, STRT, /1DVF4402GL-, 0, 400, 400, 14
20442/58309/40C, 20442/58309, BRCO, /1DVF4402GL-, 40, 300, 200, 14
20442/58313/50A, 20442/58313, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58313/50B, 20442/58313, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58314/50A, 20442/58314, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58314/50B, 20442/58314, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58317/50A, 20442/58317, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58317/50B, 20442/58317, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58317/40C, 20442/58317, BRCO, /1DVF4402GL-, 40, 300, 200, 14
20442/58319/50A, 20442/58319, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58319/50B, 20442/58319, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58320/50A, 20442/58320, OFST, /1DVF4402GL-, 50, 400, 400, 14
20442/58320/50B, 20442/58320, OFST, /1DVF4402GL-, 50, 400, 400, 14
20442/58359/50A, 20442/58359, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58359/50B, 20442/58359, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58359/40C, 20442/58359, BRCO, /1DVF4402GL-, 40, 300, 200, 14
20442/58361/50A, 20442/58361, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58361/50B, 20442/58361, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58364/50A, 20442/58364, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58364/50B, 20442/58364, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58364/40C, 20442/58364, BRCO, /1DVF4402GL-, 40, 300, 200, 14
20442/58366/50A, 20442/58366, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58366/50B, 20442/58366, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58369/50A, 20442/58369, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58369/50B, 20442/58369, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58369/40C, 20442/58369, BRCO, /1DVF4402GL-, 40, 300, 200, 14
20442/58371/50A, 20442/58371, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58371/50B, 20442/58371, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58375/50A, 20442/58375, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58375/50B, 20442/58375, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58377/50A, 20442/58377, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/58377/50B, 20442/58377, STRT, /1DVF4402GL-, 50, 400, 400, 14
20442/5336/40A, 20442/5336, STRT, /1DVF4408GL-, 40, 150, 150, 14
20442/5336/40B, 20442/5336, STRT, /1DVF4408GL-, 40, 150, 150, 14
20442/25997/50A, 20442/25997, STRT, /1DVF4411GL-, 50, 700, 750, 14
20442/25997/50B, 20442/25997, STRT, /1DVF4411GL-, 50, 700, 750, 14
20442/25844/50A, 20442/25844, STRT, /1DVF4412GL-, 50, 750, 700, 14
20442/25844/50B, 20442/25844, STRT, /1DVF4412GL-, 50, 750, 700, 14
20442/34549/50A, 20442/34549, STRT, /1DVF4412GL-, 50, 750, 700, 14
20442/34549/50B, 20442/34549, STRT, /1DVF4412GL-, 50, 750, 700, 14
20442/25845/50A, 20442/25845, BEND, /1DVF4412GL-, 50, 750, 700, 14
20442/25845/50B, 20442/25845, BEND, /1DVF4412GL-, 50, 750, 700, 14
20442/30015/50A, 20442/30015, STRT, /1DVF4412GL-, 50, 750, 700, 14
20442/30015/50B, 20442/30015, STRT, /1DVF4412GL-, 50, 750, 700, 14
28634/5178/50A, 28634/5178, BEND, /1DVF4412GL-, 50, 750, 700, 14
28634/5178/50B, 28634/5178, BEND, /1DVF4412GL-, 50, 750, 700, 14
28634/5182/50A, 28634/5182, STRT, /1DVF4412GL-, 50, 750, 700, 14
28634/5182/50B, 28634/5182, STRT, /1DVF4412GL-, 50, 750, 700, 14
28634/5179/50A, 28634/5179, BEND, /1DVF4412GL-, 50, 700, 750, 14
28634/5179/50B, 28634/5179, BEND, /1DVF4412GL-, 50, 700, 750, 14
28634/23214/40A, 28634/23214, STRT, /1DVF4420GL-, 40, 300, 300, 14
28634/23214/40B, 28634/23214, STRT, /1DVF4420GL-, 40, 300, 300, 14
20442/21891/50A, 20442/21891, STRT, /1DVF4502GL-, 50, 400, 350, 23
20442/21891/50B, 20442/21891, STRT, /1DVF4502GL-, 50, 400, 350, 23
20442/34701/50A, 20442/34701, STRT, /1DVF4502GL-, 50, 400, 350, 19
20442/34701/50B, 20442/34701, STRT, /1DVF4502GL-, 50, 400, 350, 19
20442/5451/50A, 20442/5451, BEND, /1DVF4502GL-, 50, 400, 350, 19
20442/5451/50B, 20442/5451, BEND, /1DVF4502GL-, 50, 400, 350, 19
20442/5450/50A, 20442/5450, STRT, /1DVF4502GL-, 50, 400, 350, 19
20442/5450/50B, 20442/5450, STRT, /1DVF4502GL-, 50, 400, 350, 19
20442/21895/50A, 20442/21895, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/21895/50B, 20442/21895, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/21892/50A, 20442/21892, BEND, /1DVF4502GL-, 50, 350, 400, 19
20442/21892/50B, 20442/21892, BEND, /1DVF4502GL-, 50, 350, 400, 19
20442/21896/50A, 20442/21896, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/21896/50B, 20442/21896, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/21897/50A, 20442/21897, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/21897/50B, 20442/21897, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/21897/40C, 20442/21897, BRCO, /1DVF4502GL-, 40, 100, 100, 19
20442/24398/50A, 20442/24398, OFST, /1DVF4502GL-, 50, 400, 350, 19
20442/24398/50B, 20442/24398, OFST, /1DVF4502GL-, 50, 400, 350, 19
20442/5445/50A, 20442/5445, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/5445/50B, 20442/5445, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/5443/50A, 20442/5443, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/5443/50B, 20442/5443, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/67997/50A, 20442/67997, OFST, /1DVF4502GL-, 50, 350, 400, 19
20442/67997/50B, 20442/67997, OFST, /1DVF4502GL-, 50, 350, 400, 19
20442/21956/50A, 20442/21956, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/21956/50B, 20442/21956, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/21957/50A, 20442/21957, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/21957/50B, 20442/21957, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/30548/50A, 20442/30548, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/30548/50B, 20442/30548, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/58540/50A, 20442/58540, BEND, /1DVF4502GL-, 50, 350, 400, 19
20442/58540/50B, 20442/58540, BEND, /1DVF4502GL-, 50, 350, 400, 19
20442/58541/50A, 20442/58541, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/58541/50B, 20442/58541, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/58544/50A, 20442/58544, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/58544/50B, 20442/58544, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/58545/50A, 20442/58545, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/58545/50B, 20442/58545, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/58548/50A, 20442/58548, BEND, /1DVF4502GL-, 50, 400, 350, 19
20442/58548/50B, 20442/58548, BEND, /1DVF4502GL-, 50, 400, 350, 19
20442/58549/50A, 20442/58549, OFST, /1DVF4502GL-, 50, 350, 400, 19
20442/58549/50B, 20442/58549, OFST, /1DVF4502GL-, 50, 350, 400, 19
20442/58550/50A, 20442/58550, BEND, /1DVF4502GL-, 50, 400, 350, 19
20442/58550/50B, 20442/58550, BEND, /1DVF4502GL-, 50, 400, 350, 19
20442/58551/50A, 20442/58551, STRT, /1DVF4502GL-, 50, 400, 350, 19
20442/58551/50B, 20442/58551, STRT, /1DVF4502GL-, 50, 400, 350, 19
20442/67995/50A, 20442/67995, STRT, /1DVF4502GL-, 50, 400, 350, 19
20442/67995/50B, 20442/67995, STRT, /1DVF4502GL-, 50, 400, 350, 19
20442/67989/50A, 20442/67989, BEND, /1DVF4502GL-, 50, 350, 400, 19
20442/67989/50B, 20442/67989, BEND, /1DVF4502GL-, 50, 350, 400, 19
20442/67990/50A, 20442/67990, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/67990/50B, 20442/67990, STRT, /1DVF4502GL-, 50, 350, 400, 19
20442/67992/50A, 20442/67992, TAPE, /1DVF4502GL-, 50, 350, 400, 19
20442/67992/50B, 20442/67992, TAPE, /1DVF4502GL-, 50, 400, 350, 19
20442/58557/50A, 20442/58557, BEND, /1DVF4502GL-, 50, 400, 350, 19
20442/58557/50B, 20442/58557, BEND, /1DVF4502GL-, 50, 400, 350, 19
20442/58559/50A, 20442/58559, STRT, /1DVF4502GL-, 50, 400, 350, 19
20442/58559/50B, 20442/58559, STRT, /1DVF4502GL-, 50, 400, 350, 19
20442/21996/40B, 20442/21996, STRT, /1DVF4505GL-, 0, 250, 250, 19
20442/21996/40C, 20442/21996, BRCO, /1DVF4505GL-, 40, 200, 100, 19
20442/21995/40A, 20442/21995, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21995/40B, 20442/21995, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21994/40A, 20442/21994, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21994/40B, 20442/21994, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21994/40C, 20442/21994, BRCO, /1DVF4505GL-, 40, 200, 100, 19
20442/21993/40A, 20442/21993, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21993/40B, 20442/21993, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21992/40A, 20442/21992, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21992/40B, 20442/21992, STRT, /1DVF4505GL-, 40, 250, 250, 19
20442/21992/40C, 20442/21992, BRCO, /1DVF4505GL-, 40, 200, 100, 19
20442/21991/40A, 20442/21991, STRT, /1DVF4505GL-, 40, 250, 250, 19
